OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
91075d23f802dbf6e4bf1ec35f7640a7	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Olsenella
ed7747f5b0284274c95a92cc42e8657d	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Coprococcus
59332d9fd3e73badac05445fc5e0e49d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Enterobacter
c3188521b26db0b2781c6a51419154b4	Bacteria	 Desulfobacterota	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Desulfovibrio	 metagenome
b74ab6944f5a7e98a99e29bcbea455c0	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_stercoris
dc3650fd46287f03f1b870db2bc2946b	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
f52af6e4331bd2b0eb51313fdd57600b	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Eubacterium]_eligens_group
3534b4be198dac95882f6e730b647c60	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Eubacterium]_hallii_group
469d3fa843fe84bf0b1e875fe8396119	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium
d527f3417b48eff6d157214c06c50ad6	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
c1eedbcfde0ec278a15691f85ef9055b	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Ruminococcus
52ba52e30f9d5544bdace0dc6dd18956	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Eubacterium]_hallii_group
3c2132317923a749e8d1f76e28878b61	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella
c39cea2193e0d56af9669a1b2d5c21be	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group	 uncultured_prokaryote
4a768bffab3b509bbc069389dc7ff889	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
a78f33b3f034d69bdce1a8c66b492024	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
5cc4c52a709ba7b5eb2c5b9f6c6e1f15	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
4b6b872df660712b62c6d393b140d50d	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
ddd741ac814ee4bb2b6a9a1acd273bba	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
4fa36d65aef43cf33e970092da5b9ad9	Bacteria	 Firmicutes	 Clostridia	 Eubacteriales	 Eubacteriaceae	 Eubacterium
17fdda78730bfacccea7d1b032ad0de9	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnospiraceae_NK4A136_group
7cf07b4004350bded4377afe1d9e10bf	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 uncultured	 uncultured_organism
b4ed8ec9d3313b1ae0b929812511444b	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto_1
1229a9e81e02e1f9caf8857d296cf8ef	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum
da8b26f82eb70e299518e149ae85f3d9	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus
b1f914aca311f8af324b2eda493cda68	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Incertae_Sedis	 uncultured_organism
4a5d2a184f229de74e17565e4c13a7d9	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Dialister
3b48fc0af1a82150fea1dab94712adfe	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 uncultured_Wautersiella
53f976e60f93b527ffa62fbe48254d53	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Barnesiellaceae	 Barnesiella
ba968750389f02d4d38a04a5bbc736cc	Bacteria	 Firmicutes	 Clostridia	 Monoglobales	 Monoglobaceae	 Monoglobus
d07f3b3a4399f2e763191ae511bdf8e4	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Akkermansiaceae	 Akkermansia	 uncultured_bacterium
aa15ec5479cde6d5381cbc99a0f6a59e	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Veillonella
2d158cd55d63d3090d10474cee9e57b9	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum
4a1547af0bbae2aff8f3222d2fba2102	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 [Eubacterium]_siraeum_group	 [Eubacterium]_siraeum
306a0f1ddd53b225b03d22b4d95a50d1	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium
f845dba8868f636d6034f069e5933bae	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
0700b7f158c822737fdab28f9a1e4b53	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
6c68bb195d823e3ba6244d505ce1988c	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
116a9efec347dcdd9a424cf8c3dedc4f	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_coprocola
c7d1ed6c70202259164edf3ee7806f0c	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
677c5195a5e1a6ad59b1410821a63254	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
09d6feb4f3bac2c4945bee856951127b	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Enorma
7f3060d68acadec323dfc5736c66b9dc	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
b87ec2a0293a7dd55180b6924fc8f67b	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
10635b6dc248b6c892ee716586b9aaa8	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Anaeroglobus	 Anaeroglobus_geminatus
6ecb363cbaa615df747e0376eec81ea9	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
77df771887e0bf824e3cdcd2f6774506	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Veillonella	 Veillonella_magna
b05bc72ab7e8446abc806a6c18bb4ee9	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum
675d47d0e00ce464efcc06550c8d986f	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnospiraceae_ND3007_group
b17b0c708069207e114ebcf8946a7421	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Eggerthella	 uncultured_bacterium
24522f7485582e07564aed7c426af59d	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Veillonella
29fc1e11d7f813aa68e3c789b3fc1a20	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Roseburia	 gut_metagenome
ffbb8c1350bd4458683c4cc180d8de07	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
e1e3d4305dcd050147d2d430a12d09ce	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
6767e16043b41af5487d33c686beda34	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
2b15687163c6bccf5d00375b298fa3e5	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
2df10fd682d470f86756b7734473357d	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
4f904ebdd10ebd14b54b088e8710dd22	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Turicibacter	 uncultured_bacterium
bd2a41bdb797650b6551b36b3056c99b	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
1c1c2dd95299d9f9c2d969551673bae8	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
5285eef6223a3920cbac25d25bccef65	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Fusobacteriaceae	 Fusobacterium
ce26fcc225027a1f04bb9d63bf2a23ef	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Barnesiellaceae	 Coprobacter
e94a9da4bdf2d1d6fd8b6216ea53a5ab	Bacteria	 Firmicutes	 Bacilli
0afa6cf3d1adffa2a78ddd4d0a1b5c34	Bacteria	 Firmicutes	 Clostridia	 Clostridia_UCG-014	 Clostridia_UCG-014	 Clostridia_UCG-014	 gut_metagenome
05802ef75bc259f9146ef4dbd37a03fc	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
a09c0e8c314bd987a8c6f60a358f141d	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
e4028f9047d9e12c59d15057f24b124e	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Akkermansiaceae	 Akkermansia
f42fdd538c82c5f9de0c4d212ab1a24a	Bacteria	 Firmicutes	 Clostridia	 Peptostreptococcales-Tissierellales	 Anaerovoracaceae
4a254eaf0f21aed7eeff0fca9a09bc25	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Oceanospirillales	 Halomonadaceae	 Halomonas
98352ae351e75a6aad1c26146d39315b	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
582fae36f33acd1efdcaf7cacf00ef0a	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Eubacterium]_ventriosum_group
043a6e06079896894dedcf5903fa7daa	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Ruminococcus	 Ruminococcus_bicirculans
faa6bad4a3d5698a37aa7c0833498baf	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
649945ebe82384e602da22bb74e1932a	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
950f0cf78308e1ca7c11882b70deb924	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 CAG-352	 uncultured_bacterium
bee20c690519754ac0bda9c577b818b8	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 [Eubacterium]_coprostanoligenes_group	 [Eubacterium]_coprostanoligenes_group	 gut_metagenome
a939e5e887026b51b74d1e047cdf3fa9	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes
3354a629d9ccdfa079c827382f9280e6	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
b23a3fa4297114d4fba5b788e85231ec	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium
d79f3677a22fae750af08482ab9f324d	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum
d6f2aeb499c2cbf8df150770c341f37c	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Agathobacter
1daa491ca680e004b416382c3684252c	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
20a4ef09ca6e01e1cc0421853f672b7e	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnoclostridium
aaa27b7e082705536d13eccdced0cbe9	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Incertae_Sedis	 [Clostridium]_leptum
4f9106b58ba967a459b11a9d6f9ca4e0	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 uncultured	 gut_metagenome
26ffe2c93e0cba56a4a8816fc053bdea	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
2a210156b07a73794e7c9ef2f3d49a40	Bacteria	 Firmicutes	 Clostridia	 Clostridia_UCG-014	 Clostridia_UCG-014	 Clostridia_UCG-014
55c2ba821cc3ab690ad237e543865294	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium
7ca0f3e1e07728ab78f54b3770156d1c	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Eubacterium]_hallii_group
5eb6a4e68f0cd897ad859241dc3db15b	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnospiraceae_UCG-001
0ad04963f84d30b6bb0cc1a6f8ad3ec5	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium
82c448c1808ec28bd3b550b0460519cb	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Hungatella
f75f2cdd29ab1d08a7569f16014e4365	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Dialister
9dec3aa305235a7a1381840fd40933eb	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
14e1c91198a2651f4f87125dba265f7d	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum	 uncultured_bacterium
0ae2ea78213ca741ded6f9b30042d4b1	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Anaerostipes
0b9d6ae30698fe3144a187eaaafdaef8	Bacteria	 Desulfobacterota	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Bilophila
821bb17c20637a12d24b9d63ec8e2838	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Ruminococcus]_gnavus_group
6eb45223bd6fc5296ea0d77ef6e66bb0	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
ce0837f50ab0a7abc73bddc82e8b55e6	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
b1d7b844cd800f14af2f99f2e9ae9da3	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
58de1a776f099afee157cd5916a2da24	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 [Eubacterium]_coprostanoligenes_group	 [Eubacterium]_coprostanoligenes_group	 uncultured_bacterium
49eca5f2a4ba9bb1c9988c2726e5cdb9	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Incertae_Sedis
513a250b47b47806f61f1d4cffdf0d0f	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum
c287da853235f9a98089163fdca87226	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Coprococcus
52ff61ba04c094dd910d6954ec9ae8dd	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lachnoclostridium	 Mordavella_sp.
df829f8d3288011e9fbef9d3511e2e4c	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Leuconostocaceae	 Weissella
3153d6c5a7eabae1e28b3f2c0e4f5ac7	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
d0a641c0e30d3c2f5b1e191958edb292	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group
7d663c318c1458dc6284f58275e70bac	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_massiliensis
1ef24a460c9407f352a964d2a211914e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
a97b66b5087f5d334baeae170008ef41	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Subdoligranulum	 uncultured_bacterium
e935202d09ec0b95cf196ef304eff2d7	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 [Eubacterium]_coprostanoligenes_group	 [Eubacterium]_coprostanoligenes_group	 human_gut
070175299e62656222c1900a4edcc5ee	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_cellulosilyticus
51f7c8ee44363f94d016d6907b20aced	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
b813547b4b9ea900c009981f1abcf701	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
927948a3ccf40d7671afc0d5334d3eb6	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	 Prevotella_copri
424a44bbcea712f7b8206e9f02966005	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
e31c7e269125382d9bd6ee8fcc1fde21	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_vulgatus
9cdb9dbe98d86651359273ea1c595c84	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UCG-002	 uncultured_rumen
e1ae03f7469bbc8719128f141c3c47aa	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae
3b5981b146be238cc8e5e44a255d2db3	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 DTU089
719852b30b6cf6748f52cf99407e1e35	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
c6da490b249d5d89af322503daac81d9	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
18eb929cf9350e0af65cf863c2786858	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pasteurellales	 Pasteurellaceae	 Haemophilus
c8aca7b09b949015e4b3fac4fdbfc5ae	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Dialister
2db5ff795ad81b820216c1b79a1df48a	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Coprococcus
a3f90a0502cf7e11e8b0d38c25692711	Bacteria	 Actinobacteriota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Bifidobacterium
17e293d9412552f2483c73910ff7dd8d	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Butyricicoccaceae	 Butyricicoccus
59c755ebd91fb82876df4ab11bda8854	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus_anginosus
155ace0850fc88498e3c881bc5252fcc	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
4aa4221f072ef60f79e7921e799750c0	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
b8349e5459469537ac814c90cb3b99fa	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Verrucomicrobiales	 Akkermansiaceae	 Akkermansia
22ba79bc09a88468552595f7680bf750	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
e322286588d2effda49041d07069629b	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Tyzzerella	 unidentified
0246885cf7157b74ba80daf1b827b996	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
64b22677140c7b84225f980f4e1016d0	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 NK4A214_group
a7773d30c5a2009a19ba2df73fe658c1	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
208eadfa7a57c16353e9465843c11b9e	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Ruminococcus
96ed6cb0d5f3bea4c7d87104acc9052d	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Ruminococcus	 Ruminococcus_callidus
a8eb3e86e896febff5f3e223f84ba94b	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides	 Parabacteroides_goldsteinii
69809694b9f99be984b8341ef01084e2	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_fragilis
55ae36374045b6a58fdc9c11936be5cc	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Veillonella
0e7d3e385205938a3696d376c04a870a	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Anaerotruncus
43b5fa9d895168f30e68bad0dce97ec4	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Dialister	 uncultured_bacterium
05e567801314601fd887506a29785f4f	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto_1
89f40e8549c8ce6a0e9b08036572f9f3	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Gordonibacter	 Gordonibacter_pamelaeae
208134d9710bcf4724a053b364b131ae	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
d08356dd9f482bb52a98464042add8e1	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes	 Alistipes_shahii
42fb6291f38217a664f36373ff99c48e	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
8255b7ef9cac433fca7b7dbf2b61402e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	 Bacteroides_fragilis
6c7b50075598142df95c7d7de8abb565	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Oscillospiraceae	 NK4A214_group	 uncultured_organism
f17c8ce2a951cda29d873d67e8d8f834	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
747a284c95e1af0ec02d6582f6565774	Bacteria	 Firmicutes	 Clostridia	 Clostridia_UCG-014	 Clostridia_UCG-014	 Clostridia_UCG-014
ec00ed4e85920f03e937b1832a86173e	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
6b06d3cecfc9956437953138b50723a3	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
0a911e58de62cf2cf95458123527d54c	Bacteria	 Firmicutes	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium
23e9d9bf5bc94d9f4dc80200700d5f34	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
20d7361ee8e75641d726de9978d7fa26	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Enterobacter
423b062712b041c4b963a34e5f0efbc6	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Dialister
0ddf96aa418a65e5b87cf08b21559ca1	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Escherichia-Shigella
1875d4e7a11ed24c92a865355693b86c	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 [Eubacterium]_eligens_group
bbe241f06ffd98ca4e1ce00701f0f454	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Holdemanella	 uncultured_bacterium
3a996e2f3bd01dc272a98a12ff8d383d	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
3a8b557892ce17385148734d97fc6745	Bacteria	 Firmicutes	 Clostridia	 Clostridia_UCG-014	 Clostridia_UCG-014	 Clostridia_UCG-014
d64a5968156590b9375f089ba997d807	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Rikenellaceae	 Alistipes	 Alistipes_sp.
5287d8ae64d1e964b0bb7c203d98e154	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae
b03de8408f8ac47026e0a3f8ed1bf79a	Bacteria	 Firmicutes	 Clostridia	 Christensenellales	 Christensenellaceae	 Christensenellaceae_R-7_group
265460d89c1d40e3d1e4e3bcf98fcacd	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia	 Blautia_sp.
2aaf7f8006f09cfa6e271544d7796397	Bacteria	 Actinobacteriota	 Actinobacteria	 Actinomycetales	 Actinomycetaceae	 Actinomyces	 Schaalia_odontolytica
a1c56018286b1872f34d7ff4e2586ab1	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Blautia
0491750a8eddf7dfad9d80798dad589d	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
5ffa45b1ff8681e9b0a43ea196e86275	Bacteria	 Firmicutes	 Negativicutes	 Veillonellales-Selenomonadales	 Veillonellaceae	 Veillonella
97b90573b24c2124ba927c3f62bb8e08	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae
d2fe8c598bde9cc2b9d34a3f1e0303ca	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides
da08cefbe17c776cf78b0634a8377efa	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella
2ee585c245a593473acb21bdf1d7a460	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Anaerostipes
211e99b6a5ffbf8a2128c9e502d9efc5	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Klebsiella
9678a456eddc7a878c53dba9a2aed179	Bacteria	 Desulfobacterota	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Desulfovibrio	 metagenome
1a124d3ab1b5ba2f5942855433a69752	Bacteria	 Firmicutes	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Coprococcus
e5225d9ad60cd54861511a228f4809fd	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides
