Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SRR11825935_2	SRR11825935_2.fastq	Conventional base calls	Sanger / Illumina 1.9	39708.0	0.0	295.0	53.0	21.07132064067694	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825936_1	SRR11825936_1.fastq	Conventional base calls	Sanger / Illumina 1.9	44556.0	0.0	296.0	56.0	9.949277313942005	296.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825936_2	SRR11825936_2.fastq	Conventional base calls	Sanger / Illumina 1.9	44556.0	0.0	298.0	56.0	24.620702037884907	298.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825937_1	SRR11825937_1.fastq	Conventional base calls	Sanger / Illumina 1.9	41425.0	0.0	297.0	53.0	12.393482196741099	297.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825937_2	SRR11825937_2.fastq	Conventional base calls	Sanger / Illumina 1.9	41425.0	0.0	299.0	53.0	22.52021726010863	299.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825938_1	SRR11825938_1.fastq	Conventional base calls	Sanger / Illumina 1.9	48747.0	0.0	298.0	53.0	10.556547069563255	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825938_2	SRR11825938_2.fastq	Conventional base calls	Sanger / Illumina 1.9	48747.0	0.0	301.0	54.0	27.728885880156728	301.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825939_1	SRR11825939_1.fastq	Conventional base calls	Sanger / Illumina 1.9	45119.0	0.0	295.0	55.0	9.849509075999025	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825939_2	SRR11825939_2.fastq	Conventional base calls	Sanger / Illumina 1.9	45119.0	0.0	295.0	55.0	24.34229482036393	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825940_1	SRR11825940_1.fastq	Conventional base calls	Sanger / Illumina 1.9	40869.0	0.0	296.0	56.0	8.757248770461718	296.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825940_2	SRR11825940_2.fastq	Conventional base calls	Sanger / Illumina 1.9	40869.0	0.0	298.0	55.0	22.141476424673957	298.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825941_1	SRR11825941_1.fastq	Conventional base calls	Sanger / Illumina 1.9	31940.0	0.0	297.0	55.0	9.533500313087039	297.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825941_2	SRR11825941_2.fastq	Conventional base calls	Sanger / Illumina 1.9	31940.0	0.0	299.0	54.0	19.067000626174078	299.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825942_1	SRR11825942_1.fastq	Conventional base calls	Sanger / Illumina 1.9	43108.0	0.0	297.0	55.0	9.657140205994247	297.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825942_2	SRR11825942_2.fastq	Conventional base calls	Sanger / Illumina 1.9	43108.0	0.0	299.0	53.0	18.493087129999072	299.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825943_1	SRR11825943_1.fastq	Conventional base calls	Sanger / Illumina 1.9	56893.0	0.0	298.0	53.0	10.285975427556993	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825943_2	SRR11825943_2.fastq	Conventional base calls	Sanger / Illumina 1.9	56893.0	0.0	301.0	53.0	27.179090573532772	301.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825944_1	SRR11825944_1.fastq	Conventional base calls	Sanger / Illumina 1.9	50179.0	0.0	295.0	53.0	10.267243269096634	295.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825944_2	SRR11825944_2.fastq	Conventional base calls	Sanger / Illumina 1.9	50179.0	0.0	295.0	53.0	24.195380537675124	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825945_1	SRR11825945_1.fastq	Conventional base calls	Sanger / Illumina 1.9	45210.0	0.0	296.0	54.0	9.626188896261889	296.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825945_2	SRR11825945_2.fastq	Conventional base calls	Sanger / Illumina 1.9	45210.0	0.0	298.0	54.0	22.74054412740544	298.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825946_1	SRR11825946_1.fastq	Conventional base calls	Sanger / Illumina 1.9	41425.0	0.0	297.0	54.0	14.286059143029572	297.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825946_2	SRR11825946_2.fastq	Conventional base calls	Sanger / Illumina 1.9	41425.0	0.0	299.0	53.0	22.457453228726614	299.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825947_1	SRR11825947_1.fastq	Conventional base calls	Sanger / Illumina 1.9	58027.0	0.0	298.0	56.0	13.49716511279232	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825947_2	SRR11825947_2.fastq	Conventional base calls	Sanger / Illumina 1.9	58027.0	0.0	301.0	56.0	30.611611835869507	301.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825948_1	SRR11825948_1.fastq	Conventional base calls	Sanger / Illumina 1.9	53897.0	0.0	295.0	55.0	8.236079930237304	295.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825948_2	SRR11825948_2.fastq	Conventional base calls	Sanger / Illumina 1.9	53897.0	0.0	295.0	54.0	20.828617548286545	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825949_1	SRR11825949_1.fastq	Conventional base calls	Sanger / Illumina 1.9	48019.0	0.0	296.0	54.0	10.187634061517317	296.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825949_2	SRR11825949_2.fastq	Conventional base calls	Sanger / Illumina 1.9	48019.0	0.0	298.0	53.0	24.542368645744393	298.0	pass	warn	pass	fail	warn	pass	pass	fail	fail	pass
SRR11825950_1	SRR11825950_1.fastq	Conventional base calls	Sanger / Illumina 1.9	49810.0	0.0	297.0	52.0	10.515960650471792	297.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825950_2	SRR11825950_2.fastq	Conventional base calls	Sanger / Illumina 1.9	49810.0	0.0	299.0	53.0	19.098574583416987	299.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825951_1	SRR11825951_1.fastq	Conventional base calls	Sanger / Illumina 1.9	69834.0	0.0	298.0	57.0	10.532119025116705	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825951_2	SRR11825951_2.fastq	Conventional base calls	Sanger / Illumina 1.9	69834.0	0.0	301.0	56.0	26.21788813471948	301.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825952_1	SRR11825952_1.fastq	Conventional base calls	Sanger / Illumina 1.9	38215.0	0.0	298.0	59.0	11.393431898469188	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825952_2	SRR11825952_2.fastq	Conventional base calls	Sanger / Illumina 1.9	38215.0	0.0	301.0	59.0	28.67983776004187	301.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825953_1	SRR11825953_1.fastq	Conventional base calls	Sanger / Illumina 1.9	57179.0	0.0	295.0	53.0	9.762325329229263	295.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825953_2	SRR11825953_2.fastq	Conventional base calls	Sanger / Illumina 1.9	57179.0	0.0	295.0	53.0	22.803826579688348	295.0	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
SRR11825954_1	SRR11825954_1.fastq	Conventional base calls	Sanger / Illumina 1.9	45533.0	0.0	296.0	55.0	8.587178529857466	296.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825954_2	SRR11825954_2.fastq	Conventional base calls	Sanger / Illumina 1.9	45533.0	0.0	298.0	56.0	21.14729976061318	298.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825955_1	SRR11825955_1.fastq	Conventional base calls	Sanger / Illumina 1.9	43439.0	0.0	297.0	52.0	12.500287759847142	297.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825955_2	SRR11825955_2.fastq	Conventional base calls	Sanger / Illumina 1.9	43439.0	0.0	299.0	52.0	21.271207900734364	299.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825956_1	SRR11825956_1.fastq	Conventional base calls	Sanger / Illumina 1.9	71647.0	0.0	298.0	54.0	9.626362583220512	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825956_2	SRR11825956_2.fastq	Conventional base calls	Sanger / Illumina 1.9	71647.0	0.0	301.0	54.0	25.199938587798513	301.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825957_1	SRR11825957_1.fastq	Conventional base calls	Sanger / Illumina 1.9	55711.0	0.0	295.0	53.0	8.36639083843406	295.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825957_2	SRR11825957_2.fastq	Conventional base calls	Sanger / Illumina 1.9	55711.0	0.0	295.0	53.0	21.71384466263395	295.0	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
SRR11825958_1	SRR11825958_1.fastq	Conventional base calls	Sanger / Illumina 1.9	55252.0	0.0	296.0	53.0	11.373343951350178	296.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825958_2	SRR11825958_2.fastq	Conventional base calls	Sanger / Illumina 1.9	55252.0	0.0	298.0	53.0	24.994570332295662	298.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825959_1	SRR11825959_1.fastq	Conventional base calls	Sanger / Illumina 1.9	56482.0	0.0	297.0	52.0	8.947983428348854	297.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825959_2	SRR11825959_2.fastq	Conventional base calls	Sanger / Illumina 1.9	56482.0	0.0	299.0	53.0	17.586133635494495	299.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825960_1	SRR11825960_1.fastq	Conventional base calls	Sanger / Illumina 1.9	64542.0	0.0	298.0	54.0	9.816863437761459	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825960_2	SRR11825960_2.fastq	Conventional base calls	Sanger / Illumina 1.9	64542.0	0.0	301.0	55.0	25.747575222335843	301.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825961_1	SRR11825961_1.fastq	Conventional base calls	Sanger / Illumina 1.9	50443.0	0.0	295.0	52.0	9.999405269313879	295.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825961_2	SRR11825961_2.fastq	Conventional base calls	Sanger / Illumina 1.9	50443.0	0.0	295.0	53.0	24.45334337767381	295.0	pass	fail	pass	fail	warn	pass	pass	fail	fail	pass
SRR11825962_1	SRR11825962_1.fastq	Conventional base calls	Sanger / Illumina 1.9	43904.0	0.0	296.0	52.0	13.622904518950438	296.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825962_2	SRR11825962_2.fastq	Conventional base calls	Sanger / Illumina 1.9	43904.0	0.0	298.0	53.0	30.669187317784257	298.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825963_1	SRR11825963_1.fastq	Conventional base calls	Sanger / Illumina 1.9	43923.0	0.0	295.0	55.0	10.30211961842315	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825963_2	SRR11825963_2.fastq	Conventional base calls	Sanger / Illumina 1.9	43923.0	0.0	295.0	55.0	24.301618741889218	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825964_1	SRR11825964_1.fastq	Conventional base calls	Sanger / Illumina 1.9	43084.0	0.0	297.0	55.0	8.880326803453718	297.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825964_2	SRR11825964_2.fastq	Conventional base calls	Sanger / Illumina 1.9	43084.0	0.0	299.0	56.0	17.16878655649429	299.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825965_1	SRR11825965_1.fastq	Conventional base calls	Sanger / Illumina 1.9	57328.0	0.0	298.0	53.0	11.898199832542563	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825965_2	SRR11825965_2.fastq	Conventional base calls	Sanger / Illumina 1.9	57328.0	0.0	301.0	54.0	29.524839519955343	301.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825966_1	SRR11825966_1.fastq	Conventional base calls	Sanger / Illumina 1.9	53841.0	0.0	295.0	53.0	9.730502776694342	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825966_2	SRR11825966_2.fastq	Conventional base calls	Sanger / Illumina 1.9	53841.0	0.0	295.0	53.0	23.43567170000557	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825967_1	SRR11825967_1.fastq	Conventional base calls	Sanger / Illumina 1.9	44185.0	0.0	296.0	53.0	14.255969220323639	296.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825967_2	SRR11825967_2.fastq	Conventional base calls	Sanger / Illumina 1.9	44185.0	0.0	298.0	53.0	30.05771189317642	298.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825968_1	SRR11825968_1.fastq	Conventional base calls	Sanger / Illumina 1.9	45005.0	0.0	297.0	52.0	12.616375958226863	297.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825968_2	SRR11825968_2.fastq	Conventional base calls	Sanger / Illumina 1.9	45005.0	0.0	299.0	52.0	22.277524719475615	299.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825969_1	SRR11825969_1.fastq	Conventional base calls	Sanger / Illumina 1.9	60564.0	0.0	298.0	54.0	6.30242388217423	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825969_2	SRR11825969_2.fastq	Conventional base calls	Sanger / Illumina 1.9	60564.0	0.0	301.0	56.0	20.943134535367545	301.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825970_1	SRR11825970_1.fastq	Conventional base calls	Sanger / Illumina 1.9	50211.0	0.0	298.0	50.0	12.18458106789349	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825970_2	SRR11825970_2.fastq	Conventional base calls	Sanger / Illumina 1.9	50211.0	0.0	301.0	51.0	28.238832128418075	301.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825971_1	SRR11825971_1.fastq	Conventional base calls	Sanger / Illumina 1.9	52868.0	0.0	295.0	53.0	9.249451464023606	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825971_2	SRR11825971_2.fastq	Conventional base calls	Sanger / Illumina 1.9	52868.0	0.0	295.0	54.0	21.665279564197622	295.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825972_1	SRR11825972_1.fastq	Conventional base calls	Sanger / Illumina 1.9	48744.0	0.0	296.0	54.0	12.073280814048909	296.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825972_2	SRR11825972_2.fastq	Conventional base calls	Sanger / Illumina 1.9	48744.0	0.0	298.0	54.0	25.64007877892664	298.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825973_1	SRR11825973_1.fastq	Conventional base calls	Sanger / Illumina 1.9	51558.0	0.0	297.0	58.0	12.376352845339229	297.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825973_2	SRR11825973_2.fastq	Conventional base calls	Sanger / Illumina 1.9	51558.0	0.0	299.0	58.0	20.198611272741378	299.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825974_1	SRR11825974_1.fastq	Conventional base calls	Sanger / Illumina 1.9	66171.0	0.0	298.0	59.0	7.057472306599568	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825974_2	SRR11825974_2.fastq	Conventional base calls	Sanger / Illumina 1.9	66171.0	0.0	301.0	58.0	19.42845052968823	301.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825975_1	SRR11825975_1.fastq	Conventional base calls	Sanger / Illumina 1.9	58440.0	0.0	295.0	53.0	8.62251882272416	295.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825975_2	SRR11825975_2.fastq	Conventional base calls	Sanger / Illumina 1.9	58440.0	0.0	295.0	55.0	21.06091718001369	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825976_1	SRR11825976_1.fastq	Conventional base calls	Sanger / Illumina 1.9	52234.0	0.0	296.0	52.0	11.366159972431749	296.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825976_2	SRR11825976_2.fastq	Conventional base calls	Sanger / Illumina 1.9	52234.0	0.0	298.0	54.0	23.940345368916798	298.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825977_1	SRR11825977_1.fastq	Conventional base calls	Sanger / Illumina 1.9	50058.0	0.0	297.0	53.0	11.061169043909064	297.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825977_2	SRR11825977_2.fastq	Conventional base calls	Sanger / Illumina 1.9	50058.0	0.0	299.0	53.0	19.6192416796516	299.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825978_1	SRR11825978_1.fastq	Conventional base calls	Sanger / Illumina 1.9	62804.0	0.0	298.0	54.0	10.260492962231705	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825978_2	SRR11825978_2.fastq	Conventional base calls	Sanger / Illumina 1.9	62804.0	0.0	301.0	54.0	24.605120692949495	301.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825979_1	SRR11825979_1.fastq	Conventional base calls	Sanger / Illumina 1.9	49663.0	0.0	298.0	54.0	12.673418843001832	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825979_2	SRR11825979_2.fastq	Conventional base calls	Sanger / Illumina 1.9	49663.0	0.0	301.0	54.0	30.13913778869581	301.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825980_1	SRR11825980_1.fastq	Conventional base calls	Sanger / Illumina 1.9	60855.0	0.0	295.0	55.0	8.116013474652863	295.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825980_2	SRR11825980_2.fastq	Conventional base calls	Sanger / Illumina 1.9	60855.0	0.0	295.0	56.0	20.456823597075015	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825981_1	SRR11825981_1.fastq	Conventional base calls	Sanger / Illumina 1.9	52629.0	0.0	296.0	54.0	9.080544946702389	296.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825981_2	SRR11825981_2.fastq	Conventional base calls	Sanger / Illumina 1.9	52629.0	0.0	298.0	55.0	21.23354044348173	298.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825982_1	SRR11825982_1.fastq	Conventional base calls	Sanger / Illumina 1.9	49850.0	0.0	297.0	53.0	13.560682046138414	297.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825982_2	SRR11825982_2.fastq	Conventional base calls	Sanger / Illumina 1.9	49850.0	0.0	299.0	54.0	21.90571715145436	299.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825983_1	SRR11825983_1.fastq	Conventional base calls	Sanger / Illumina 1.9	74095.0	0.0	298.0	56.0	10.195019906876308	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825983_2	SRR11825983_2.fastq	Conventional base calls	Sanger / Illumina 1.9	74095.0	0.0	301.0	56.0	24.53067008570079	301.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825984_1	SRR11825984_1.fastq	Conventional base calls	Sanger / Illumina 1.9	57362.0	0.0	295.0	54.0	8.828144067501134	295.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825984_2	SRR11825984_2.fastq	Conventional base calls	Sanger / Illumina 1.9	57362.0	0.0	295.0	55.0	21.45148356054531	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825985_1	SRR11825985_1.fastq	Conventional base calls	Sanger / Illumina 1.9	54142.0	0.0	296.0	54.0	10.930516050386021	296.0	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SRR11825985_2	SRR11825985_2.fastq	Conventional base calls	Sanger / Illumina 1.9	54142.0	0.0	298.0	55.0	24.86793986184478	298.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825986_1	SRR11825986_1.fastq	Conventional base calls	Sanger / Illumina 1.9	52047.0	0.0	297.0	57.0	10.327204257690164	297.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825986_2	SRR11825986_2.fastq	Conventional base calls	Sanger / Illumina 1.9	52047.0	0.0	299.0	57.0	19.151920379656847	299.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825987_1	SRR11825987_1.fastq	Conventional base calls	Sanger / Illumina 1.9	70126.0	0.0	298.0	54.0	10.365627584633375	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825987_2	SRR11825987_2.fastq	Conventional base calls	Sanger / Illumina 1.9	70126.0	0.0	301.0	53.0	25.491258591677834	301.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825988_1	SRR11825988_1.fastq	Conventional base calls	Sanger / Illumina 1.9	66652.0	0.0	295.0	54.0	6.7424833463361935	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825988_2	SRR11825988_2.fastq	Conventional base calls	Sanger / Illumina 1.9	66652.0	0.0	295.0	54.0	19.06169357258597	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825989_1	SRR11825989_1.fastq	Conventional base calls	Sanger / Illumina 1.9	63460.0	0.0	296.0	56.0	10.597226599432712	296.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825989_2	SRR11825989_2.fastq	Conventional base calls	Sanger / Illumina 1.9	63460.0	0.0	298.0	56.0	22.819098644815632	298.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825990_1	SRR11825990_1.fastq	Conventional base calls	Sanger / Illumina 1.9	45835.0	0.0	295.0	53.0	10.72106468855678	295.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825990_2	SRR11825990_2.fastq	Conventional base calls	Sanger / Illumina 1.9	45835.0	0.0	295.0	54.0	24.607832442456637	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825991_1	SRR11825991_1.fastq	Conventional base calls	Sanger / Illumina 1.9	50551.0	0.0	297.0	56.0	9.748570750331348	297.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825991_2	SRR11825991_2.fastq	Conventional base calls	Sanger / Illumina 1.9	50551.0	0.0	299.0	56.0	17.841387905283774	299.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825992_1	SRR11825992_1.fastq	Conventional base calls	Sanger / Illumina 1.9	80882.0	0.0	298.0	56.0	8.854875003090923	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825992_2	SRR11825992_2.fastq	Conventional base calls	Sanger / Illumina 1.9	80882.0	0.0	301.0	56.0	24.256324027595756	301.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825993_1	SRR11825993_1.fastq	Conventional base calls	Sanger / Illumina 1.9	70822.0	0.0	295.0	54.0	10.64923328909096	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825993_2	SRR11825993_2.fastq	Conventional base calls	Sanger / Illumina 1.9	70822.0	0.0	295.0	54.0	22.850244274378017	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825994_1	SRR11825994_1.fastq	Conventional base calls	Sanger / Illumina 1.9	58883.0	0.0	296.0	50.0	12.224241292053733	296.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825994_2	SRR11825994_2.fastq	Conventional base calls	Sanger / Illumina 1.9	58883.0	0.0	298.0	51.0	24.514715622505648	298.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825995_1	SRR11825995_1.fastq	Conventional base calls	Sanger / Illumina 1.9	58892.0	0.0	297.0	57.0	11.144128234734769	297.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825995_2	SRR11825995_2.fastq	Conventional base calls	Sanger / Illumina 1.9	58892.0	0.0	299.0	56.0	19.347279766351967	299.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825996_1	SRR11825996_1.fastq	Conventional base calls	Sanger / Illumina 1.9	67263.0	0.0	298.0	52.0	12.681563415250583	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825996_2	SRR11825996_2.fastq	Conventional base calls	Sanger / Illumina 1.9	67263.0	0.0	301.0	54.0	25.874552131186533	301.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825997_1	SRR11825997_1.fastq	Conventional base calls	Sanger / Illumina 1.9	46298.0	0.0	295.0	56.0	8.976629660028511	295.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825997_2	SRR11825997_2.fastq	Conventional base calls	Sanger / Illumina 1.9	46298.0	0.0	295.0	56.0	20.86915201520584	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825998_1	SRR11825998_1.fastq	Conventional base calls	Sanger / Illumina 1.9	41554.0	0.0	296.0	55.0	9.433508206189536	296.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825998_2	SRR11825998_2.fastq	Conventional base calls	Sanger / Illumina 1.9	41554.0	0.0	298.0	55.0	22.062857967945323	298.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825999_1	SRR11825999_1.fastq	Conventional base calls	Sanger / Illumina 1.9	41115.0	0.0	297.0	58.0	12.302079533017148	297.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11825999_2	SRR11825999_2.fastq	Conventional base calls	Sanger / Illumina 1.9	41115.0	0.0	299.0	57.0	20.882889456402772	299.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
SRR11826000_1	SRR11826000_1.fastq	Conventional base calls	Sanger / Illumina 1.9	60374.0	0.0	298.0	53.0	11.281346274886541	298.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11826000_2	SRR11826000_2.fastq	Conventional base calls	Sanger / Illumina 1.9	60374.0	0.0	301.0	53.0	28.860105343359727	301.0	pass	warn	pass	fail	fail	pass	pass	fail	fail	pass
SRR11826001_1	SRR11826001_1.fastq	Conventional base calls	Sanger / Illumina 1.9	49296.0	0.0	296.0	54.0	12.867169750081143	296.0	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SRR11826001_2	SRR11826001_2.fastq	Conventional base calls	Sanger / Illumina 1.9	49296.0	0.0	298.0	54.0	29.322865952612787	298.0	pass	warn	pass	fail	warn	pass	pass	fail	warn	pass
SRR11826002_1	SRR11826002_1.fastq	Conventional base calls	Sanger / Illumina 1.9	39413.0	0.0	295.0	52.0	8.565701672037145	295.0	pass	fail	pass	fail	fail	pass	pass	fail	fail	pass
